x, y
0, 0
0.7773293938477169, 1.280487685739686
1.2631563730848003, 1.9512202610648308
2.234819227370929, 2.743902183727899
2.234819227370929, 2.743902183727899
3.012144173312657, 3.5975615713015703
4.080971533865013, 4.451220958875242
4.858300927712726, 5.121950742958744
5.441296861122015, 5.670731179704324
6.0242927945312985, 6.219511616449903
6.898786694645231, 6.524390567277996
8.161943067730023, 7.256097816272102
10.105264328396313, 7.439024628520628
12.048581141156616, 7.439024628520628
16.03239261666139, 6.341463755029469
23.99999777604701, 4.939023930710218
30.121455076844526, 3.6585362449705316
36.14575231928181, 2.743902183727899
48, 1.280487685739686
